player,opponent,vs_opponent_runs_avg,vs_opponent_strike_rate_avg
KD Karthik,Punjab Kings,17.0,192.6530612244898
KD Karthik,Rajasthan Royals,22.103448275862068,112.81053625938844
KD Karthik,Rising Pune Supergiant,16.0,85.76923076923077
KD Karthik,Rising Pune Supergiants,33.0,165.0
KD Karthik,Royal Challengers Bangalore,17.958333333333332,98.17690438720383
KD Karthik,Sunrisers Hyderabad,17.625,116.79587765400123
KH Pandya,Chennai Super Kings,12.636363636363637,79.09794586177986
KH Pandya,Delhi Capitals,18.857142857142858,121.3236297863627
KH Pandya,Delhi Daredevils,30.8,158.75609432962375
KH Pandya,Gujarat Lions,17.666666666666668,153.38383838383837
KH Pandya,Gujarat Titans,9.333333333333334,93.58974358974359
KH Pandya,Kings XI Punjab,21.166666666666668,153.18840579710147
KH Pandya,Kolkata Knight Riders,13.0,130.22847522847522
KH Pandya,Mumbai Indians,12.0,101.80375180375181
KH Pandya,Punjab Kings,11.571428571428571,126.85064935064936
KH Pandya,Rajasthan Royals,12.272727272727273,109.71254545655847
KH Pandya,Rising Pune Supergiant,21.666666666666668,106.68261562998406
KH Pandya,Royal Challengers Bangalore,12.846153846153847,85.47391205285943
KH Pandya,Sunrisers Hyderabad,17.4,163.64772425641993
KK Nair,Chennai Super Kings,20.4,126.86822980940629
KK Nair,Delhi Capitals,1.0,33.33333333333333
KK Nair,Delhi Daredevils,42.833333333333336,144.44540328092958
KK Nair,Gujarat Lions,17.0,145.8874458874459
KK Nair,Gujarat Titans,31.0,172.22222222222223
KK Nair,Kings XI Punjab,13.0,108.3947163947164
KK Nair,Kolkata Knight Riders,18.363636363636363,88.23745209039326
KK Nair,Lucknow Super Giants,15.0,166.66666666666669
KK Nair,Mumbai Indians,21.75,114.39043209876543
KK Nair,Punjab Kings,44.0,169.23076923076923
KK Nair,Rajasthan Royals,11.333333333333334,64.92753623188406
KK Nair,Rising Pune Supergiant,64.0,142.22222222222223
KK Nair,Rising Pune Supergiants,36.5,120.4016913319239
KK Nair,Royal Challengers Bangalore,21.09090909090909,112.94946184635764
KK Nair,Royal Challengers Bengaluru,4.0,100.0
KK Nair,Sunrisers Hyderabad,22.272727272727273,101.29329590749677
KL Rahul,Chennai Super Kings,42.0,127.96118560558781
KL Rahul,Delhi Capitals,27.9,131.1891265597148
KL Rahul,Delhi Daredevils,29.6,170.31728778467908
KL Rahul,Gujarat Lions,25.5,72.85714285714285
KL Rahul,Gujarat Titans,41.5,106.70578584116394
KL Rahul,Kings XI Punjab,22.0,180.93333333333334
KL Rahul,Kolkata Knight Riders,34.8,117.04434658572589
KL Rahul,Lucknow Super Giants,57.0,135.71428571428572
KL Rahul,Mumbai Indians,49.0,129.2133148068589
KL Rahul,Punjab Kings,28.4,130.67099567099567
KL Rahul,Rajasthan Royals,44.588235294117645,113.27979264023422
KL Rahul,Rising Pune Supergiants,22.5,89.28571428571428
KL Rahul,Royal Challengers Bangalore,44.857142857142854,126.86265849640638
KL Rahul,Royal Challengers Bengaluru,51.333333333333336,141.1523486995185
KL Rahul,Sunrisers Hyderabad,32.13333333333333,122.29214451493819
KM Jadhav,Chennai Super Kings,13.714285714285714,131.68934240362813
KM Jadhav,Deccan Chargers,0.0,0.0
KM Jadhav,Delhi Capitals,16.25,85.7819264069264
KM Jadhav,Delhi Daredevils,30.0,133.87933387933387
KM Jadhav,Gujarat Lions,34.5,204.86111111111111
KM Jadhav,Kings XI Punjab,1.4285714285714286,26.428571428571427
KM Jadhav,Kolkata Knight Riders,11.0,147.55444050898598
KM Jadhav,Mumbai Indians,16.0,108.25235941874021
KM Jadhav,Pune Warriors,25.0,131.57894736842107
KM Jadhav,Punjab Kings,12.0,100.0
KM Jadhav,Rajasthan Royals,12.181818181818182,120.04329004329003
KM Jadhav,Rising Pune Supergiant,12.5,70.07575757575758
KM Jadhav,Royal Challengers Bangalore,20.666666666666668,113.24569805740404
KM Jadhav,Sunrisers Hyderabad,18.09090909090909,122.30091514639784
KP Pietersen,Chennai Super Kings,16.5,82.41758241758242
KP Pietersen,Deccan Chargers,47.666666666666664,124.12202380952381
KP Pietersen,Delhi Daredevils,26.5,119.18859649122808
KP Pietersen,Gujarat Lions,37.0,119.35483870967742
KP Pietersen,Kings XI Punjab,37.6,108.91768292682927
KP Pietersen,Kolkata Knight Riders,9.5,79.16666666666666
KP Pietersen,Mumbai Indians,27.142857142857142,144.02170090534145
KP Pietersen,Pune Warriors,29.5,133.85093167701865
KP Pietersen,Rajasthan Royals,27.0,115.31627976861243
KP Pietersen,Royal Challengers Bangalore,16.5,56.89655172413794
KP Pietersen,Sunrisers Hyderabad,25.5,139.1640866873065
KS Williamson,Chennai Super Kings,34.75,131.0738962944845
KS Williamson,Delhi Capitals,30.25,99.47227078477079
KS Williamson,Delhi Daredevils,51.0,130.75408805031446
KS Williamson,Gujarat Lions,6.0,66.66666666666666
KS Williamson,Gujarat Titans,31.0,93.20652173913044
KS Williamson,Kings XI Punjab,28.4,146.34146341463415
KS Williamson,Kolkata Knight Riders,22.636363636363637,116.3643370655051
KS Williamson,Lucknow Super Giants,8.5,60.0
KS Williamson,Mumbai Indians,8.5,90.87301587301586
KS Williamson,Punjab Kings,11.5,63.09808612440192
KS Williamson,Rajasthan Royals,27.625,116.30321016665316
KS Williamson,Rising Pune Supergiant,12.5,175.0
KS Williamson,Rising Pune Supergiants,32.0,86.48648648648648
KS Williamson,Royal Challengers Bangalore,40.77777777777778,118.42446145139999
KV Sharma,Chennai Super Kings,16.0,156.9264069264069
KV Sharma,Deccan Chargers,1.0,33.33333333333333
KV Sharma,Delhi Capitals,6.0,150.0
KV Sharma,Delhi Daredevils,17.5,156.53846153846155
KV Sharma,Gujarat Titans,1.0,100.0
KV Sharma,Kings XI Punjab,10.666666666666666,153.505291005291
KV Sharma,Kolkata Knight Riders,9.625,132.16630591630593
KV Sharma,Lucknow Super Giants,2.0,100.0
KV Sharma,Mumbai Indians,8.5,55.714285714285715
KV Sharma,Pune Warriors,7.0,53.84615384615385
KV Sharma,Rajasthan Royals,3.5,85.55555555555554
KV Sharma,Rising Pune Supergiant,5.333333333333333,62.38095238095238
KV Sharma,Royal Challengers Bangalore,12.0,121.81372549019608
KV Sharma,Sunrisers Hyderabad,5.0,100.0
Kuldeep Yadav,Chennai Super Kings,1.25,7.352941176470589
Kuldeep Yadav,Delhi Capitals,6.0,150.0
Kuldeep Yadav,Delhi Daredevils,7.0,116.66666666666669
Kuldeep Yadav,Gujarat Titans,4.75,150.0
Kuldeep Yadav,Kolkata Knight Riders,18.0,117.3076923076923
Kuldeep Yadav,Lucknow Super Giants,9.0,120.0
Kuldeep Yadav,Mumbai Indians,4.428571428571429,68.21428571428571
Kuldeep Yadav,Punjab Kings,4.333333333333333,69.6078431372549
Kuldeep Yadav,Rajasthan Royals,2.6666666666666665,97.6190476190476
Kuldeep Yadav,Royal Challengers Bangalore,8.25,94.9561403508772
Kuldeep Yadav,Royal Challengers Bengaluru,6.0,60.0
Kuldeep Yadav,Sunrisers Hyderabad,1.3333333333333333,44.444444444444436
LMP Simmons,Chennai Super Kings,46.833333333333336,116.31006090683509
LMP Simmons,Delhi Daredevils,29.0,100.15780730897009
LMP Simmons,Kings XI Punjab,76.66666666666667,158.3650468384075
LMP Simmons,Kolkata Knight Riders,7.25,57.26190476190476
LMP Simmons,Rajasthan Royals,37.333333333333336,132.19354838709677
LMP Simmons,Rising Pune Supergiant,4.0,37.98076923076923
LMP Simmons,Rising Pune Supergiants,8.0,100.0
LMP Simmons,Royal Challengers Bangalore,63.5,131.19639794168097
LMP Simmons,Sunrisers Hyderabad,42.0,96.62987012987013
LR Shukla,Chennai Super Kings,13.11111111111111,100.83754208754209
LR Shukla,Deccan Chargers,8.666666666666666,222.2222222222222
LR Shukla,Delhi Daredevils,20.0,165.37433155080214
LR Shukla,Kings XI Punjab,6.0,97.5
LR Shukla,Kolkata Knight Riders,10.0,71.42857142857143
LR Shukla,Mumbai Indians,13.0,81.88311688311688
LR Shukla,Pune Warriors,0.0,0.0
LR Shukla,Rajasthan Royals,14.666666666666666,96.0950080515298
LR Shukla,Royal Challengers Bangalore,6.0,83.7962962962963
LR Shukla,Sunrisers Hyderabad,21.0,95.45454545454544
LRPL Taylor,Chennai Super Kings,20.11111111111111,109.9156660333131
LRPL Taylor,Deccan Chargers,10.666666666666666,84.95337995337995
LRPL Taylor,Delhi Daredevils,25.0,182.35650623885917
LRPL Taylor,Kings XI Punjab,12.5,59.50956937799043
LRPL Taylor,Kochi Tuskers Kerala,2.0,200.0
LRPL Taylor,Kolkata Knight Riders,24.142857142857142,135.55435305435304
LRPL Taylor,Mumbai Indians,15.25,119.1657647907648
LRPL Taylor,Pune Warriors,22.666666666666668,98.60805860805861
LRPL Taylor,Rajasthan Royals,15.142857142857142,95.33395176252318
LRPL Taylor,Royal Challengers Bangalore,37.0,140.59829059829062
LRPL Taylor,Sunrisers Hyderabad,19.0,100.0
LS Livingstone,Chennai Super Kings,32.25,184.17658730158732
LS Livingstone,Delhi Capitals,20.0,99.95739767478898
LS Livingstone,Gujarat Titans,38.5,184.67592592592592
LS Livingstone,Kolkata Knight Riders,13.75,178.54166666666666
LS Livingstone,Lucknow Super Giants,17.25,110.37289915966386
LS Livingstone,Mumbai Indians,16.0,75.83333333333333
LS Livingstone,Punjab Kings,18.0,126.79738562091502
LS Livingstone,Rajasthan Royals,17.333333333333332,129.48717948717947
LS Livingstone,Royal Challengers Bangalore,21.6,126.0952380952381
LS Livingstone,Royal Challengers Bengaluru,8.5,65.38461538461539
LS Livingstone,Sunrisers Hyderabad,39.25,160.1107226107226
Lalit Yadav,Chennai Super Kings,9.0,145.0
Lalit Yadav,Gujarat Titans,25.0,113.63636363636364
Lalit Yadav,Kolkata Knight Riders,6.75,40.17857142857143
Lalit Yadav,Lucknow Super Giants,3.0,75.0
Lalit Yadav,Mumbai Indians,18.75,86.74199084668192
Lalit Yadav,Punjab Kings,18.0,180.0
Lalit Yadav,Rajasthan Royals,27.25,122.29166666666666
Lalit Yadav,Royal Challengers Bangalore,2.5,41.07142857142857
Lalit Yadav,Sunrisers Hyderabad,7.0,87.5
M Jansen,Chennai Super Kings,18.333333333333332,152.07336523125994
M Jansen,Delhi Capitals,1.0,33.33333333333333
M Jansen,Gujarat Titans,5.5,105.0
M Jansen,Kolkata Knight Riders,1.1666666666666667,44.64285714285714
M Jansen,Mumbai Indians,15.0,179.16666666666666
M Jansen,Rajasthan Royals,3.0,100.0
M Jansen,Royal Challengers Bangalore,0.0,0.0
M Jansen,Royal Challengers Bengaluru,25.0,125.0
M Jansen,Sunrisers Hyderabad,5.0,100.0
M Kaif,Chennai Super Kings,12.0,121.23015873015872
M Kaif,Deccan Chargers,25.5,166.96428571428572
M Kaif,Delhi Daredevils,7.0,69.11483253588517
M Kaif,Kings XI Punjab,6.0,75.69805194805195
M Kaif,Kolkata Knight Riders,23.333333333333332,113.90956713537359
M Kaif,Mumbai Indians,8.0,68.57142857142857
M Kaif,Pune Warriors,8.0,160.0
M Kaif,Rajasthan Royals,11.0,93.75
M Kaif,Royal Challengers Bangalore,4.0,66.66666666666666
M Manhas,Chennai Super Kings,15.4,62.10721343873517
M Manhas,Deccan Chargers,10.5,114.44805194805195
M Manhas,Delhi Daredevils,11.666666666666666,140.37037037037035
M Manhas,Kings XI Punjab,26.166666666666668,135.46329365079364
M Manhas,Kochi Tuskers Kerala,12.0,63.1578947368421
M Manhas,Kolkata Knight Riders,1.0,33.33333333333333
M Manhas,Mumbai Indians,8.8,51.372549019607845
M Manhas,Rajasthan Royals,15.8,120.45760233918129
M Manhas,Royal Challengers Bangalore,8.6,94.3076923076923
M Manhas,Sunrisers Hyderabad,3.0,75.0
M Morkel,Chennai Super Kings,2.0,50.0
M Morkel,Deccan Chargers,7.666666666666667,155.55555555555554
M Morkel,Gujarat Lions,1.0,100.0
M Morkel,Kings XI Punjab,11.0,241.66666666666666
M Morkel,Kolkata Knight Riders,3.0,60.0
M Morkel,Mumbai Indians,11.0,126.85185185185186
M Morkel,Pune Warriors,0.5,50.0
M Morkel,Rajasthan Royals,4.0,133.33333333333331
M Morkel,Royal Challengers Bangalore,7.666666666666667,92.96296296296298
M Morkel,Sunrisers Hyderabad,0.0,0.0
M Shahrukh Khan,Chennai Super Kings,14.0,87.516835016835
M Shahrukh Khan,Delhi Capitals,6.714285714285714,121.42857142857143
M Shahrukh Khan,Gujarat Titans,18.5,215.97222222222223
M Shahrukh Khan,Kolkata Knight Riders,13.0,162.82407407407408
M Shahrukh Khan,Lucknow Super Giants,24.25,169.13793103448273
M Shahrukh Khan,Mumbai Indians,10.75,166.07142857142856
M Shahrukh Khan,Punjab Kings,7.0,400.0
M Shahrukh Khan,Rajasthan Royals,18.833333333333332,175.91384863123994
M Shahrukh Khan,Royal Challengers Bangalore,11.75,101.36363636363637
M Shahrukh Khan,Royal Challengers Bengaluru,47.5,173.75
M Shahrukh Khan,Sunrisers Hyderabad,15.4,169.1204481792717
M Vijay,Chennai Super Kings,26.666666666666668,104.86111111111113
M Vijay,Deccan Chargers,13.0,94.22339565196708
M Vijay,Delhi Capitals,10.0,66.66666666666666
M Vijay,Delhi Daredevils,30.454545454545453,133.77354459557674
M Vijay,Gujarat Lions,48.5,128.83787661406026
M Vijay,Kings XI Punjab,23.428571428571427,92.02905898088623
M Vijay,Kochi Tuskers Kerala,22.0,150.50505050505052
M Vijay,Kolkata Knight Riders,19.692307692307693,87.51522836138221
M Vijay,Mumbai Indians,21.68421052631579,93.83145396853936
M Vijay,Pune Warriors,23.5,97.17868338557993
M Vijay,Rajasthan Royals,32.25,108.03548881673883
M Vijay,Rising Pune Supergiants,56.0,126.03285216525634
M Vijay,Royal Challengers Bangalore,26.266666666666666,105.99680825996616
M Vijay,Sunrisers Hyderabad,20.428571428571427,97.4025974025974
M Vohra,Chennai Super Kings,15.6,106.09132802681191
M Vohra,Delhi Capitals,9.0,81.81818181818183
M Vohra,Delhi Daredevils,19.285714285714285,93.58330892165479
M Vohra,Gujarat Lions,20.0,107.6086956521739
M Vohra,Kolkata Knight Riders,24.1,100.70746719740528
M Vohra,Mumbai Indians,21.8,122.93600138002417
M Vohra,Pune Warriors,32.5,161.40109890109892
M Vohra,Punjab Kings,12.0,150.0
M Vohra,Rajasthan Royals,14.0,87.5
M Vohra,Rising Pune Supergiant,14.0,155.55555555555557
M Vohra,Rising Pune Supergiants,51.0,154.54545454545453
M Vohra,Royal Challengers Bangalore,16.333333333333332,125.28258778258777
M Vohra,Sunrisers Hyderabad,25.375,106.57306763285024
MA Agarwal,Chennai Super Kings,15.411764705882353,106.95656768412186
MA Agarwal,Deccan Chargers,11.666666666666666,161.11111111111111
MA Agarwal,Delhi Capitals,34.8,103.28909918474346
MA Agarwal,Delhi Daredevils,16.0,122.25694444444446
MA Agarwal,Gujarat Titans,10.5,74.83660130718954
MA Agarwal,Kings XI Punjab,19.428571428571427,103.73015873015872
MA Agarwal,Kochi Tuskers Kerala,33.0,150.0
MA Agarwal,Kolkata Knight Riders,20.0,102.03310242237578
MA Agarwal,Lucknow Super Giants,24.666666666666668,146.5351357934478
MA Agarwal,Mumbai Indians,24.61111111111111,117.45855559077715
MA Agarwal,Pune Warriors,9.0,100.0
MA Agarwal,Punjab Kings,21.333333333333332,128.16239316239316
MA Agarwal,Rajasthan Royals,30.23076923076923,144.07787289514897
MA Agarwal,Royal Challengers Bangalore,25.833333333333332,122.2958159427851
MA Agarwal,Sunrisers Hyderabad,16.571428571428573,109.29097452934661
MA Starc,Chennai Super Kings,2.6,72.85714285714286
MA Starc,Delhi Capitals,1.0,100.0
MA Starc,Gujarat Titans,2.0,100.0
MA Starc,Kings XI Punjab,18.5,86.57289002557545
MA Starc,Kolkata Knight Riders,6.0,75.0
MA Starc,Lucknow Super Giants,2.0,40.0
MA Starc,Mumbai Indians,2.0,81.25
MA Starc,Rajasthan Royals,18.0,112.5
MA Starc,Sunrisers Hyderabad,4.5,115.625
MC Henriques,Chennai Super Kings,11.333333333333334,237.03703703703704
MC Henriques,Deccan Chargers,8.5,147.5
MC Henriques,Delhi Daredevils,23.375,113.30022634370461
MC Henriques,Gujarat Lions,20.25,151.04166666666666
MC Henriques,Kings XI Punjab,11.875,92.11309523809524
MC Henriques,Kolkata Knight Riders,15.25,110.64935064935065
MC Henriques,Mumbai Indians,19.0,82.21177944862156
MC Henriques,Pune Warriors,27.0,207.6923076923077
MC Henriques,Rajasthan Royals,17.0,95.56369556369556
MC Henriques,Rising Pune Supergiant,29.5,131.54761904761904
MC Henriques,Rising Pune Supergiants,5.5,75.0
MC Henriques,Royal Challengers Bangalore,29.166666666666668,154.8899520638651
MC Henriques,Sunrisers Hyderabad,21.666666666666668,90.04357298474946
MEK Hussey,Chennai Super Kings,20.0,66.23376623376625
MEK Hussey,Deccan Chargers,27.0,92.46119733924613
MEK Hussey,Delhi Daredevils,29.375,109.15561868686868
MEK Hussey,Kings XI Punjab,41.833333333333336,105.98626256672235
MEK Hussey,Kochi Tuskers Kerala,20.0,83.24324324324324
MEK Hussey,Kolkata Knight Riders,40.142857142857146,97.73221907351953
MEK Hussey,Mumbai Indians,25.8,95.85190970948092
MEK Hussey,Pune Warriors,25.0,80.84150326797385
MEK Hussey,Rajasthan Royals,50.0,138.92620859532624
MEK Hussey,Royal Challengers Bangalore,31.22222222222222,95.36555188729102
MEK Hussey,Sunrisers Hyderabad,56.0,168.24577861163226
MG Johnson,Chennai Super Kings,4.0,93.8095238095238
MG Johnson,Delhi Daredevils,7.666666666666667,155.55555555555554
MG Johnson,Kolkata Knight Riders,7.0,84.84848484848484
MG Johnson,Mumbai Indians,3.0,73.21428571428571
MG Johnson,Rajasthan Royals,6.5,84.12698412698413
MG Johnson,Rising Pune Supergiant,13.0,92.85714285714286
MG Johnson,Royal Challengers Bangalore,8.666666666666666,112.77777777777777
MG Johnson,Sunrisers Hyderabad,4.0,77.77777777777777
MK Lomror,Chennai Super Kings,14.0,51.851851851851855
MK Lomror,Delhi Capitals,20.166666666666668,149.5802343926076
MK Lomror,Gujarat Titans,8.5,116.66666666666666
MK Lomror,Kings XI Punjab,9.0,100.0
MK Lomror,Kolkata Knight Riders,19.0,161.1111111111111
MK Lomror,Lucknow Super Giants,16.666666666666668,161.46723646723646
MK Lomror,Mumbai Indians,4.0,39.31623931623931
MK Lomror,Punjab Kings,14.6,148.6437908496732
MK Lomror,Rajasthan Royals,12.25,112.89215686274508
MK Lomror,Royal Challengers Bangalore,25.0,97.75641025641026
MK Lomror,Sunrisers Hyderabad,16.5,135.74134199134198
MK Pandey,Chennai Super Kings,19.61904761904762,97.83376049290061
MK Pandey,Deccan Chargers,26.5,69.93721461187215
MK Pandey,Delhi Capitals,20.833333333333332,103.07364902122966
MK Pandey,Delhi Daredevils,30.181818181818183,114.31591940521466
MK Pandey,Gujarat Lions,8.333333333333334,49.206349206349195
MK Pandey,Gujarat Titans,3.5,72.5
MK Pandey,Kings XI Punjab,25.571428571428573,130.4968354406482
MK Pandey,Kolkata Knight Riders,21.307692307692307,95.9198247749297
MK Pandey,Mumbai Indians,31.88,118.34143964608202
MK Pandey,Punjab Kings,6.5,28.26086956521739
MK Pandey,Rajasthan Royals,29.46153846153846,110.98136712439019
MK Pandey,Rising Pune Supergiant,37.0,115.625
MK Pandey,Rising Pune Supergiants,15.0,150.0
MK Pandey,Royal Challengers Bangalore,21.72222222222222,106.4060336328643
MK Pandey,Sunrisers Hyderabad,25.866666666666667,110.35812621263646
MK Tiwary,Chennai Super Kings,14.416666666666666,137.71644872451324
MK Tiwary,Deccan Chargers,17.0,141.3919413919414
MK Tiwary,Delhi Daredevils,25.428571428571427,91.55690645052346
MK Tiwary,Gujarat Lions,15.5,57.4074074074074
MK Tiwary,Kings XI Punjab,29.11111111111111,103.33903271638059
MK Tiwary,Kochi Tuskers Kerala,23.5,52.240896358543424
MK Tiwary,Kolkata Knight Riders,13.833333333333334,100.72751322751323
MK Tiwary,Mumbai Indians,28.0,144.87396577669077
MK Tiwary,Pune Warriors,10.6,97.77777777777779
MK Tiwary,Rajasthan Royals,25.75,99.02319406783693
MK Tiwary,Royal Challengers Bangalore,18.363636363636363,104.63124867121732
MK Tiwary,Sunrisers Hyderabad,12.5,147.35576923076923
ML Hayden,Deccan Chargers,27.2,132.57187257187258
ML Hayden,Delhi Daredevils,45.25,151.32122943016455
ML Hayden,Kings XI Punjab,38.0,127.42456896551724
ML Hayden,Kolkata Knight Riders,23.666666666666668,52.77777777777777
ML Hayden,Mumbai Indians,42.833333333333336,124.91282580841157
ML Hayden,Rajasthan Royals,25.5,114.17748917748918
ML Hayden,Royal Challengers Bangalore,34.666666666666664,124.81203007518796
MM Ali,Chennai Super Kings,12.0,108.33333333333333
MM Ali,Delhi Capitals,16.571428571428573,127.36568986568986
MM Ali,Delhi Daredevils,1.0,33.33333333333333
MM Ali,Gujarat Titans,18.333333333333332,126.02805010893246
MM Ali,Kings XI Punjab,4.0,80.0
MM Ali,Kolkata Knight Riders,26.833333333333332,132.2222222222222
MM Ali,Lucknow Super Giants,28.0,151.74825174825173
MM Ali,Mumbai Indians,24.2,100.61507936507937
MM Ali,Punjab Kings,14.666666666666666,94.45340501792116
MM Ali,Rajasthan Royals,22.666666666666668,116.32707963977315
MM Ali,Royal Challengers Bangalore,19.75,140.65806878306879
MM Ali,Sunrisers Hyderabad,20.375,110.45955882352942
MM Sharma,Chennai Super Kings,2.0,66.66666666666666
MM Sharma,Delhi Capitals,2.0,14.285714285714285
MM Sharma,Delhi Daredevils,10.0,160.11904761904762
MM Sharma,Gujarat Lions,2.5,91.66666666666666
MM Sharma,Kings XI Punjab,1.0,33.33333333333333
MM Sharma,Kolkata Knight Riders,3.2,78.33333333333333
MM Sharma,Lucknow Super Giants,1.0,50.0
MM Sharma,Mumbai Indians,4.0,66.66666666666667
MM Sharma,Rising Pune Supergiant,6.0,50.0
MM Sharma,Royal Challengers Bangalore,5.2,82.0
MM Sharma,Royal Challengers Bengaluru,0.0,0.0
MM Sharma,Sunrisers Hyderabad,4.0,83.33333333333333
MP Stoinis,Chennai Super Kings,24.444444444444443,138.07966977365885
MP Stoinis,Delhi Capitals,19.0,127.51150460184074
MP Stoinis,Delhi Daredevils,37.0,137.66233766233768
MP Stoinis,Gujarat Lions,22.333333333333332,128.86710239651416
MP Stoinis,Gujarat Titans,16.8,82.53229974160206
MP Stoinis,Kings XI Punjab,34.0,166.3235294117647
MP Stoinis,Kolkata Knight Riders,13.25,123.82561580931146
MP Stoinis,Lucknow Super Giants,15.0,300.0
MP Stoinis,Mumbai Indians,22.8,97.38727650645629
MP Stoinis,Punjab Kings,26.8,145.86247086247084
MP Stoinis,Rajasthan Royals,16.307692307692307,88.52613717551799
MP Stoinis,Royal Challengers Bangalore,24.3,142.99338274384712
MP Stoinis,Royal Challengers Bengaluru,12.8,202.58823529411765
MP Stoinis,Sunrisers Hyderabad,17.875,131.53878528878528
MR Marsh,Chennai Super Kings,15.166666666666666,107.22222222222221
MR Marsh,Deccan Chargers,37.0,132.14285714285714
MR Marsh,Delhi Capitals,58.5,162.5
MR Marsh,Delhi Daredevils,13.0,68.42105263157895
MR Marsh,Gujarat Lions,7.0,63.63636363636363
MR Marsh,Gujarat Titans,60.5,141.40625
MR Marsh,Kings XI Punjab,10.666666666666666,119.06565656565657
MR Marsh,Kolkata Knight Riders,20.2,87.8373015873016
MR Marsh,Lucknow Super Giants,18.5,92.5
MR Marsh,Mumbai Indians,33.0,121.88208005178552
MR Marsh,Punjab Kings,17.2,74.58333333333334
MR Marsh,Rajasthan Royals,37.75,142.13709677419357
MR Marsh,Royal Challengers Bangalore,12.8,63.12446717817561
MR Marsh,Royal Challengers Bengaluru,67.0,186.11111111111111
MR Marsh,Sunrisers Hyderabad,33.714285714285715,163.78521631977853
MS Bisla,Chennai Super Kings,46.4,126.21195949644225
MS Bisla,Deccan Chargers,9.666666666666666,55.79975579975581
MS Bisla,Delhi Daredevils,3.3333333333333335,44.97354497354497
MS Bisla,Kings XI Punjab,22.25,75.62012987012987
MS Bisla,Kochi Tuskers Kerala,16.0,114.28571428571428
MS Bisla,Kolkata Knight Riders,20.0,115.06410256410255
MS Bisla,Mumbai Indians,12.25,93.61842105263158
MS Bisla,Pune Warriors,6.5,58.65384615384615
MS Bisla,Rajasthan Royals,15.875,85.7346681096681
MS Bisla,Royal Challengers Bangalore,30.0,87.26259946949602
MS Bisla,Sunrisers Hyderabad,21.5,100.00000000000001
MS Dhoni,Deccan Chargers,28.1,107.50777489006074
MS Dhoni,Delhi Capitals,19.384615384615383,150.04942706865785
MS Dhoni,Delhi Daredevils,25.63157894736842,132.8033697408836
MS Dhoni,Gujarat Lions,20.75,131.98863636363637
MS Dhoni,Gujarat Titans,9.6,111.27272727272728
MS Dhoni,Kings XI Punjab,28.333333333333332,135.04149805514544
MS Dhoni,Kochi Tuskers Kerala,11.5,128.84615384615384
MS Dhoni,Kolkata Knight Riders,19.133333333333333,113.1512013443386
MS Dhoni,Lucknow Super Giants,17.2,322.8282828282828
MS Dhoni,Mumbai Indians,20.31578947368421,118.79087104416053
MS Dhoni,Pune Warriors,27.0,162.32244607244607
MS Dhoni,Punjab Kings,14.0,158.43223905723906
MS Dhoni,Rajasthan Royals,22.5,121.7586339138095
MS Dhoni,Royal Challengers Bangalore,27.06451612903226,131.52140329541183
MS Dhoni,Royal Challengers Bengaluru,22.333333333333332,181.94444444444443
MS Dhoni,Sunrisers Hyderabad,23.80952380952381,136.79166724141317
MV Boucher,Chennai Super Kings,9.25,109.28571428571428
MV Boucher,Deccan Chargers,10.5,98.80952380952381
MV Boucher,Delhi Daredevils,19.75,125.64775910364142
MV Boucher,Kings XI Punjab,20.5,85.9375
MV Boucher,Kochi Tuskers Kerala,5.0,125.0
MV Boucher,Kolkata Knight Riders,23.75,134.88247863247864
MV Boucher,Mumbai Indians,35.0,156.90590111642743
MV Boucher,Rajasthan Royals,5.0,57.5
MV Boucher,Royal Challengers Bangalore,1.0,50.0
Mandeep Singh,Chennai Super Kings,16.916666666666668,103.10963124566065
Mandeep Singh,Deccan Chargers,36.666666666666664,127.91666666666667
Mandeep Singh,Delhi Capitals,23.666666666666668,119.43241943241942
Mandeep Singh,Delhi Daredevils,12.25,111.73611111111111
Mandeep Singh,Gujarat Lions,8.0,57.14285714285714
Mandeep Singh,Gujarat Titans,18.0,112.5
Mandeep Singh,Kings XI Punjab,24.0,102.62848297213623
Mandeep Singh,Kochi Tuskers Kerala,15.0,150.0
Mandeep Singh,Kolkata Knight Riders,26.266666666666666,124.25871640645923
Mandeep Singh,Mumbai Indians,11.083333333333334,106.50488400488399
Mandeep Singh,Pune Warriors,29.6,103.1251507113576
Mandeep Singh,Punjab Kings,2.0,50.0
Mandeep Singh,Rajasthan Royals,16.272727272727273,98.59001782531195
Mandeep Singh,Rising Pune Supergiant,0.0,0.0
Mandeep Singh,Royal Challengers Bangalore,17.428571428571427,110.35714285714286
Mandeep Singh,Sunrisers Hyderabad,7.7272727272727275,65.48260698458327
Mohammed Shami,Chennai Super Kings,5.0,69.44444444444444
Mohammed Shami,Delhi Capitals,0.5,50.0
Mohammed Shami,Gujarat Lions,4.0,200.0
Mohammed Shami,Gujarat Titans,6.0,300.0
Mohammed Shami,Kings XI Punjab,1.0,33.333333333333336
Mohammed Shami,Kolkata Knight Riders,2.0,43.333333333333336
Mohammed Shami,Lucknow Super Giants,1.0,33.33333333333333
Mohammed Shami,Mumbai Indians,4.5,137.5
Mohammed Shami,Rajasthan Royals,5.0,50.0
Mohammed Shami,Rising Pune Supergiant,2.0,50.0
Mohammed Shami,Rising Pune Supergiants,2.0,66.66666666666666
